Number of all enter event candidates: 8173
candidates per time window:
tw 0: 4, average value: 4.5
tw 326: 7, average value: 2.5714285714285716
tw 327: 2, average value: 6.5
tw 328: 26, average value: 6.769230769230769
tw 329: 25, average value: 10.12
tw 330: 26, average value: 7.0
tw 331: 27, average value: 9.88888888888889
tw 332: 32, average value: 7.125
tw 333: 6, average value: 3.3333333333333335
tw 334: 2, average value: 3.5
tw 335: 30, average value: 7.433333333333334
tw 336: 32, average value: 8.0625
tw 337: 30, average value: 8.933333333333334
tw 338: 29, average value: 8.275862068965518
tw 339: 30, average value: 7.933333333333334
tw 340: 2, average value: 2.5
tw 341: 0, average value: 0
tw 342: 31, average value: 7.935483870967742
tw 343: 28, average value: 9.857142857142858
tw 344: 27, average value: 9.74074074074074
tw 345: 27, average value: 6.444444444444445
tw 346: 21, average value: 9.523809523809524
tw 347: 3, average value: 2.0
tw 348: 3, average value: 1.3333333333333333
tw 349: 29, average value: 8.482758620689655
tw 350: 32, average value: 8.40625
tw 351: 38, average value: 8.263157894736842
tw 352: 26, average value: 8.807692307692308
tw 353: 19, average value: 10.052631578947368
tw 354: 2, average value: 1.0
tw 355: 3, average value: 5.333333333333333
tw 356: 23, average value: 5.956521739130435
tw 357: 23, average value: 5.695652173913044
tw 358: 13, average value: 6.384615384615385
tw 359: 16, average value: 2.4375
tw 360: 7, average value: 4.428571428571429
tw 361: 0, average value: 0
tw 362: 2, average value: 6.5
tw 363: 9, average value: 5.0
tw 364: 15, average value: 5.266666666666667
tw 365: 8, average value: 4.125
tw 366: 7, average value: 4.428571428571429
tw 367: 3, average value: 4.666666666666667
tw 368: 0, average value: 0
tw 369: 5, average value: 6.4
tw 370: 7, average value: 5.571428571428571
tw 371: 8, average value: 3.5
tw 372: 5, average value: 6.4
tw 373: 5, average value: 10.8
tw 374: 5, average value: 7.6
tw 375: 1, average value: 4.0
tw 376: 2, average value: 1.0
tw 377: 3, average value: 2.3333333333333335
tw 378: 3, average value: 7.333333333333333
tw 379: 9, average value: 2.2222222222222223
tw 380: 2, average value: 10.0
tw 381: 0, average value: 0
tw 382: 1, average value: 4.0
tw 383: 0, average value: 0
tw 384: 6, average value: 4.166666666666667
tw 385: 1, average value: 13.0
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 2, average value: 1.5
tw 390: 1, average value: 8.0
tw 391: 1, average value: 4.0
tw 392: 2, average value: 4.5
tw 393: 3, average value: 5.333333333333333
tw 394: 3, average value: 4.333333333333333
tw 395: 1, average value: 7.0
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 6, average value: 5.5
tw 400: 1, average value: 8.0
tw 401: 1, average value: 7.0
tw 402: 1, average value: 4.0
tw 403: 0, average value: 0
tw 404: 1, average value: 2.0
tw 405: 0, average value: 0
tw 406: 1, average value: 3.0
tw 407: 1, average value: 3.0
tw 408: 0, average value: 0
tw 409: 4, average value: 3.5
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 1, average value: 6.0
tw 414: 3, average value: 3.0
tw 415: 2, average value: 4.5
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 2, average value: 1.5
tw 420: 1, average value: 2.0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 1, average value: 1.0
tw 425: 0, average value: 0
tw 426: 2, average value: 2.0
tw 427: 1, average value: 6.0
tw 428: 0, average value: 0

Number of all load event candidates: 13373
candidates per time window:
tw 0: 12, average value: 1.5833333333333333
tw 1: 29, average value: 2.4482758620689653
tw 2: 28, average value: 3.1785714285714284
tw 3: 25, average value: 2.6
tw 4: 26, average value: 2.1538461538461537
tw 5: 0, average value: 0
tw 6: 22, average value: 1.6818181818181819
tw 7: 37, average value: 2.6486486486486487
tw 8: 28, average value: 2.25
tw 9: 35, average value: 3.3142857142857145
tw 10: 33, average value: 3.606060606060606
tw 11: 19, average value: 1.5789473684210527
tw 12: 0, average value: 0
tw 13: 30, average value: 2.033333333333333
tw 14: 31, average value: 2.806451612903226
tw 15: 34, average value: 4.205882352941177
tw 16: 33, average value: 3.4242424242424243
tw 17: 36, average value: 4.083333333333333
tw 18: 31, average value: 1.8064516129032258
tw 19: 3, average value: 1.0
tw 20: 24, average value: 2.0
tw 21: 34, average value: 3.0294117647058822
tw 22: 34, average value: 3.323529411764706
tw 23: 37, average value: 3.27027027027027
tw 24: 31, average value: 3.161290322580645
tw 25: 29, average value: 1.7586206896551724
tw 26: 4, average value: 1.0
tw 27: 32, average value: 3.15625
tw 28: 38, average value: 4.2105263157894735
tw 29: 39, average value: 5.615384615384615
tw 30: 44, average value: 6.318181818181818
tw 31: 42, average value: 8.119047619047619
tw 32: 38, average value: 3.3684210526315788
tw 33: 3, average value: 1.0
tw 34: 41, average value: 4.0
tw 35: 42, average value: 6.5
tw 36: 43, average value: 8.13953488372093
tw 37: 43, average value: 6.6976744186046515
tw 38: 39, average value: 6.871794871794871
tw 39: 37, average value: 4.0
tw 40: 3, average value: 1.0
tw 41: 37, average value: 2.72972972972973
tw 42: 43, average value: 8.883720930232558
tw 43: 48, average value: 7.125
tw 44: 44, average value: 6.909090909090909
tw 45: 46, average value: 8.08695652173913
tw 46: 39, average value: 3.5641025641025643
tw 47: 4, average value: 1.0
tw 48: 39, average value: 3.769230769230769
tw 49: 44, average value: 7.136363636363637
tw 50: 46, average value: 9.304347826086957
tw 51: 49, average value: 6.142857142857143
tw 52: 42, average value: 7.119047619047619
tw 53: 41, average value: 4.121951219512195
tw 54: 15, average value: 1.1333333333333333
tw 55: 38, average value: 3.6315789473684212
tw 56: 45, average value: 9.71111111111111
tw 57: 46, average value: 8.630434782608695
tw 58: 45, average value: 8.688888888888888
tw 59: 40, average value: 7.025
tw 60: 36, average value: 3.8333333333333335
tw 61: 6, average value: 1.0
tw 62: 38, average value: 4.2105263157894735
tw 63: 46, average value: 6.891304347826087
tw 64: 43, average value: 5.046511627906977
tw 65: 46, average value: 6.804347826086956
tw 66: 46, average value: 7.369565217391305
tw 67: 39, average value: 3.8461538461538463
tw 68: 12, average value: 1.3333333333333333
tw 69: 41, average value: 3.8292682926829267
tw 70: 43, average value: 7.372093023255814
tw 71: 47, average value: 7.212765957446808
tw 72: 43, average value: 6.255813953488372
tw 73: 45, average value: 6.6
tw 74: 36, average value: 4.055555555555555
tw 75: 6, average value: 1.0
tw 76: 37, average value: 5.135135135135135
tw 77: 47, average value: 6.0638297872340425
tw 78: 43, average value: 8.209302325581396
tw 79: 40, average value: 8.95
tw 80: 45, average value: 7.0
tw 81: 39, average value: 4.153846153846154
tw 82: 12, average value: 1.1666666666666667
tw 83: 42, average value: 4.380952380952381
tw 84: 45, average value: 7.711111111111111
tw 85: 44, average value: 8.363636363636363
tw 86: 44, average value: 7.386363636363637
tw 87: 46, average value: 6.3478260869565215
tw 88: 39, average value: 3.282051282051282
tw 89: 16, average value: 1.3125
tw 90: 40, average value: 3.9
tw 91: 44, average value: 7.4772727272727275
tw 92: 44, average value: 7.636363636363637
tw 93: 41, average value: 6.439024390243903
tw 94: 49, average value: 5.571428571428571
tw 95: 38, average value: 2.8157894736842106
tw 96: 15, average value: 1.6666666666666667
tw 97: 39, average value: 4.076923076923077
tw 98: 48, average value: 6.416666666666667
tw 99: 45, average value: 8.266666666666667
tw 100: 47, average value: 7.48936170212766
tw 101: 42, average value: 6.880952380952381
tw 102: 38, average value: 3.5789473684210527
tw 103: 5, average value: 1.0
tw 104: 41, average value: 4.560975609756097
tw 105: 47, average value: 8.063829787234043
tw 106: 42, average value: 7.238095238095238
tw 107: 41, average value: 7.804878048780488
tw 108: 43, average value: 6.674418604651163
tw 109: 36, average value: 4.722222222222222
tw 110: 12, average value: 1.0833333333333333
tw 111: 39, average value: 5.384615384615385
tw 112: 44, average value: 8.704545454545455
tw 113: 48, average value: 6.833333333333333
tw 114: 44, average value: 6.454545454545454
tw 115: 42, average value: 7.095238095238095
tw 116: 41, average value: 4.219512195121951
tw 117: 9, average value: 1.2222222222222223
tw 118: 41, average value: 4.121951219512195
tw 119: 40, average value: 5.85
tw 120: 42, average value: 6.0476190476190474
tw 121: 48, average value: 5.916666666666667
tw 122: 44, average value: 6.9772727272727275
tw 123: 37, average value: 3.027027027027027
tw 124: 16, average value: 1.1875
tw 125: 39, average value: 3.9743589743589745
tw 126: 44, average value: 5.954545454545454
tw 127: 45, average value: 7.911111111111111
tw 128: 49, average value: 6.612244897959184
tw 129: 42, average value: 5.880952380952381
tw 130: 38, average value: 3.736842105263158
tw 131: 12, average value: 1.0833333333333333
tw 132: 41, average value: 3.5365853658536586
tw 133: 47, average value: 6.829787234042553
tw 134: 45, average value: 8.422222222222222
tw 135: 46, average value: 6.260869565217392
tw 136: 41, average value: 6.390243902439025
tw 137: 38, average value: 3.736842105263158
tw 138: 13, average value: 1.4615384615384615
tw 139: 43, average value: 4.0
tw 140: 44, average value: 6.090909090909091
tw 141: 47, average value: 8.51063829787234
tw 142: 42, average value: 7.071428571428571
tw 143: 45, average value: 7.133333333333334
tw 144: 37, average value: 3.6486486486486487
tw 145: 3, average value: 1.0
tw 146: 42, average value: 4.309523809523809
tw 147: 43, average value: 6.651162790697675
tw 148: 45, average value: 7.088888888888889
tw 149: 45, average value: 6.533333333333333
tw 150: 47, average value: 8.702127659574469
tw 151: 38, average value: 4.605263157894737
tw 152: 9, average value: 1.1111111111111112
tw 153: 46, average value: 6.108695652173913
tw 154: 45, average value: 10.066666666666666
tw 155: 46, average value: 8.369565217391305
tw 156: 42, average value: 7.666666666666667
tw 157: 41, average value: 7.2439024390243905
tw 158: 37, average value: 3.4324324324324325
tw 159: 19, average value: 1.894736842105263
tw 160: 39, average value: 6.641025641025641
tw 161: 46, average value: 8.565217391304348
tw 162: 44, average value: 8.522727272727273
tw 163: 44, average value: 8.272727272727273
tw 164: 44, average value: 6.704545454545454
tw 165: 33, average value: 2.787878787878788
tw 166: 6, average value: 1.0
tw 167: 43, average value: 4.5813953488372094
tw 168: 44, average value: 8.181818181818182
tw 169: 45, average value: 8.133333333333333
tw 170: 44, average value: 9.045454545454545
tw 171: 43, average value: 5.395348837209302
tw 172: 38, average value: 3.4473684210526314
tw 173: 10, average value: 1.2
tw 174: 45, average value: 3.5555555555555554
tw 175: 40, average value: 7.1
tw 176: 44, average value: 6.568181818181818
tw 177: 45, average value: 6.555555555555555
tw 178: 43, average value: 5.790697674418604
tw 179: 34, average value: 2.7058823529411766
tw 180: 11, average value: 1.4545454545454546
tw 181: 41, average value: 4.7317073170731705
tw 182: 44, average value: 8.022727272727273
tw 183: 48, average value: 6.916666666666667
tw 184: 46, average value: 6.956521739130435
tw 185: 42, average value: 7.595238095238095
tw 186: 32, average value: 2.6875
tw 187: 16, average value: 1.6875
tw 188: 44, average value: 4.7727272727272725
tw 189: 44, average value: 7.7272727272727275
tw 190: 46, average value: 6.891304347826087
tw 191: 41, average value: 8.707317073170731
tw 192: 47, average value: 6.0638297872340425
tw 193: 33, average value: 2.303030303030303
tw 194: 9, average value: 1.1111111111111112
tw 195: 45, average value: 4.933333333333334
tw 196: 44, average value: 8.340909090909092
tw 197: 47, average value: 6.617021276595745
tw 198: 47, average value: 6.872340425531915
tw 199: 44, average value: 6.4772727272727275
tw 200: 35, average value: 2.4571428571428573
tw 201: 13, average value: 1.1538461538461537
tw 202: 43, average value: 4.5813953488372094
tw 203: 44, average value: 6.954545454545454
tw 204: 45, average value: 9.488888888888889
tw 205: 41, average value: 8.21951219512195
tw 206: 44, average value: 6.340909090909091
tw 207: 38, average value: 2.3421052631578947
tw 208: 11, average value: 1.9090909090909092
tw 209: 43, average value: 5.6976744186046515
tw 210: 42, average value: 7.023809523809524
tw 211: 45, average value: 5.933333333333334
tw 212: 43, average value: 7.976744186046512
tw 213: 42, average value: 6.738095238095238
tw 214: 36, average value: 2.611111111111111
tw 215: 8, average value: 1.125
tw 216: 42, average value: 5.023809523809524
tw 217: 45, average value: 9.4
tw 218: 42, average value: 7.238095238095238
tw 219: 45, average value: 6.088888888888889
tw 220: 43, average value: 7.5813953488372094
tw 221: 33, average value: 3.4242424242424243
tw 222: 6, average value: 1.1666666666666667
tw 223: 40, average value: 4.55
tw 224: 45, average value: 7.044444444444444
tw 225: 42, average value: 7.928571428571429
tw 226: 42, average value: 7.476190476190476
tw 227: 43, average value: 7.0
tw 228: 34, average value: 2.1176470588235294
tw 229: 19, average value: 1.5789473684210527
tw 230: 44, average value: 6.0
tw 231: 46, average value: 8.08695652173913
tw 232: 44, average value: 7.409090909090909
tw 233: 45, average value: 5.511111111111111
tw 234: 44, average value: 5.7272727272727275
tw 235: 30, average value: 2.6333333333333333
tw 236: 13, average value: 1.3076923076923077
tw 237: 41, average value: 5.487804878048781
tw 238: 45, average value: 7.733333333333333
tw 239: 45, average value: 7.2
tw 240: 45, average value: 6.022222222222222
tw 241: 44, average value: 5.545454545454546
tw 242: 33, average value: 2.515151515151515
tw 243: 9, average value: 1.1111111111111112
tw 244: 44, average value: 6.295454545454546
tw 245: 45, average value: 7.311111111111111
tw 246: 43, average value: 8.116279069767442
tw 247: 43, average value: 7.186046511627907
tw 248: 44, average value: 6.2727272727272725
tw 249: 24, average value: 1.9166666666666667
tw 250: 10, average value: 1.3
tw 251: 42, average value: 5.071428571428571
tw 252: 42, average value: 7.809523809523809
tw 253: 45, average value: 7.044444444444444
tw 254: 43, average value: 7.744186046511628
tw 255: 41, average value: 5.975609756097561
tw 256: 29, average value: 2.8275862068965516
tw 257: 10, average value: 1.1
tw 258: 41, average value: 8.024390243902438
tw 259: 45, average value: 7.4222222222222225
tw 260: 45, average value: 7.177777777777778
tw 261: 41, average value: 7.2926829268292686
tw 262: 49, average value: 5.795918367346939
tw 263: 35, average value: 2.2285714285714286
tw 264: 8, average value: 1.125
tw 265: 44, average value: 5.409090909090909
tw 266: 44, average value: 7.159090909090909
tw 267: 46, average value: 6.760869565217392
tw 268: 41, average value: 8.365853658536585
tw 269: 41, average value: 7.219512195121951
tw 270: 29, average value: 2.5517241379310347
tw 271: 6, average value: 1.0
tw 272: 42, average value: 6.523809523809524
tw 273: 44, average value: 9.022727272727273
tw 274: 44, average value: 7.25
tw 275: 41, average value: 7.7317073170731705
tw 276: 46, average value: 6.021739130434782
tw 277: 30, average value: 2.066666666666667
tw 278: 11, average value: 1.0
tw 279: 42, average value: 5.976190476190476
tw 280: 44, average value: 8.727272727272727
tw 281: 43, average value: 6.627906976744186
tw 282: 44, average value: 6.7727272727272725
tw 283: 42, average value: 5.380952380952381
tw 284: 26, average value: 1.9230769230769231
tw 285: 5, average value: 1.0
tw 286: 42, average value: 5.9523809523809526
tw 287: 41, average value: 7.414634146341464
tw 288: 46, average value: 6.0
tw 289: 43, average value: 6.883720930232558
tw 290: 46, average value: 5.695652173913044
tw 291: 33, average value: 1.5757575757575757
tw 292: 16, average value: 1.8125
tw 293: 43, average value: 4.883720930232558
tw 294: 41, average value: 6.146341463414634
tw 295: 44, average value: 6.954545454545454
tw 296: 48, average value: 6.479166666666667
tw 297: 43, average value: 5.1395348837209305
tw 298: 28, average value: 1.7857142857142858
tw 299: 13, average value: 1.0769230769230769
tw 300: 43, average value: 5.116279069767442
tw 301: 44, average value: 6.704545454545454
tw 302: 42, average value: 6.119047619047619
tw 303: 42, average value: 7.0476190476190474
tw 304: 42, average value: 6.142857142857143
tw 305: 22, average value: 1.1363636363636365
tw 306: 4, average value: 1.0
tw 307: 46, average value: 5.586956521739131
tw 308: 43, average value: 7.255813953488372
tw 309: 44, average value: 5.818181818181818
tw 310: 42, average value: 4.976190476190476
tw 311: 41, average value: 6.024390243902439
tw 312: 22, average value: 1.6818181818181819
tw 313: 8, average value: 1.125
tw 314: 43, average value: 6.0
tw 315: 43, average value: 6.186046511627907
tw 316: 39, average value: 7.282051282051282
tw 317: 42, average value: 6.190476190476191
tw 318: 42, average value: 4.642857142857143
tw 319: 23, average value: 1.5217391304347827
tw 320: 15, average value: 1.3333333333333333
tw 321: 42, average value: 5.119047619047619
tw 322: 43, average value: 7.023255813953488
tw 323: 45, average value: 7.911111111111111
tw 324: 44, average value: 5.545454545454546
tw 325: 43, average value: 6.813953488372093
tw 326: 16, average value: 1.6875
tw 327: 9, average value: 1.3333333333333333
tw 328: 42, average value: 5.023809523809524
tw 329: 41, average value: 8.048780487804878
tw 330: 44, average value: 5.5
tw 331: 47, average value: 7.23404255319149
tw 332: 44, average value: 6.613636363636363
tw 333: 21, average value: 1.4761904761904763
tw 334: 6, average value: 1.0
tw 335: 40, average value: 7.525
tw 336: 45, average value: 7.155555555555556
tw 337: 45, average value: 6.955555555555556
tw 338: 41, average value: 6.975609756097561
tw 339: 43, average value: 7.023255813953488
tw 340: 12, average value: 1.1666666666666667
tw 341: 3, average value: 1.0
tw 342: 47, average value: 6.51063829787234
tw 343: 45, average value: 7.333333333333333
tw 344: 44, average value: 7.0
tw 345: 41, average value: 5.195121951219512
tw 346: 46, average value: 5.869565217391305
tw 347: 14, average value: 1.2142857142857142
tw 348: 5, average value: 1.2
tw 349: 43, average value: 7.604651162790698
tw 350: 42, average value: 8.119047619047619
tw 351: 46, average value: 7.869565217391305
tw 352: 44, average value: 6.886363636363637
tw 353: 43, average value: 5.511627906976744
tw 354: 9, average value: 1.0
tw 355: 9, average value: 1.2222222222222223
tw 356: 42, average value: 3.7142857142857144
tw 357: 34, average value: 4.088235294117647
tw 358: 26, average value: 2.9615384615384617
tw 359: 21, average value: 2.0
tw 360: 17, average value: 1.5294117647058822
tw 361: 0, average value: 0
tw 362: 7, average value: 1.2857142857142858
tw 363: 23, average value: 1.9565217391304348
tw 364: 25, average value: 2.8
tw 365: 16, average value: 1.75
tw 366: 15, average value: 1.5333333333333334
tw 367: 7, average value: 1.4285714285714286
tw 368: 0, average value: 0
tw 369: 16, average value: 1.75
tw 370: 19, average value: 1.8421052631578947
tw 371: 17, average value: 1.2352941176470589
tw 372: 16, average value: 1.6875
tw 373: 16, average value: 2.375
tw 374: 17, average value: 2.0588235294117645
tw 375: 3, average value: 1.0
tw 376: 1, average value: 1.0
tw 377: 7, average value: 1.1428571428571428
tw 378: 16, average value: 1.25
tw 379: 8, average value: 2.375
tw 380: 10, average value: 1.8
tw 381: 0, average value: 0
tw 382: 3, average value: 1.0
tw 383: 0, average value: 0
tw 384: 11, average value: 1.7272727272727273
tw 385: 9, average value: 1.2222222222222223
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 4, average value: 1.0
tw 390: 6, average value: 1.0
tw 391: 5, average value: 1.0
tw 392: 7, average value: 1.1428571428571428
tw 393: 7, average value: 1.5714285714285714
tw 394: 7, average value: 1.8571428571428572
tw 395: 6, average value: 1.0
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 13, average value: 2.3846153846153846
tw 400: 5, average value: 1.0
tw 401: 4, average value: 1.25
tw 402: 3, average value: 1.0
tw 403: 0, average value: 0
tw 404: 3, average value: 1.0
tw 405: 0, average value: 0
tw 406: 4, average value: 1.0
tw 407: 3, average value: 1.0
tw 408: 0, average value: 0
tw 409: 7, average value: 2.2857142857142856
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 5, average value: 1.0
tw 414: 7, average value: 1.5714285714285714
tw 415: 7, average value: 1.1428571428571428
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 3, average value: 1.6666666666666667
tw 420: 2, average value: 1.0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 2, average value: 1.0
tw 425: 0, average value: 0
tw 426: 2, average value: 2.5
tw 427: 5, average value: 1.0
tw 428: 0, average value: 0

Number of all demand event candidates: 1128
candidates per time window:
tw 0: 2, average value: 7.5
tw 1: 2, average value: 17.0
tw 2: 2, average value: 20.5
tw 3: 2, average value: 18.0
tw 4: 3, average value: 13.666666666666666
tw 5: 0, average value: 0
tw 6: 3, average value: 10.666666666666666
tw 7: 3, average value: 18.666666666666668
tw 8: 3, average value: 10.333333333333334
tw 9: 3, average value: 21.333333333333332
tw 10: 3, average value: 21.0
tw 11: 3, average value: 7.0
tw 12: 0, average value: 0
tw 13: 3, average value: 13.0
tw 14: 3, average value: 18.666666666666668
tw 15: 3, average value: 30.333333333333332
tw 16: 3, average value: 21.666666666666668
tw 17: 3, average value: 25.666666666666668
tw 18: 3, average value: 15.666666666666666
tw 19: 2, average value: 1.5
tw 20: 3, average value: 8.0
tw 21: 3, average value: 22.666666666666668
tw 22: 3, average value: 22.666666666666668
tw 23: 3, average value: 26.0
tw 24: 3, average value: 23.0
tw 25: 3, average value: 12.0
tw 26: 2, average value: 2.0
tw 27: 3, average value: 26.0
tw 28: 3, average value: 31.333333333333332
tw 29: 3, average value: 39.0
tw 30: 3, average value: 62.0
tw 31: 3, average value: 64.66666666666667
tw 32: 3, average value: 27.0
tw 33: 2, average value: 1.5
tw 34: 3, average value: 41.333333333333336
tw 35: 3, average value: 57.0
tw 36: 3, average value: 67.33333333333333
tw 37: 3, average value: 65.33333333333333
tw 38: 3, average value: 58.666666666666664
tw 39: 3, average value: 36.0
tw 40: 2, average value: 2.0
tw 41: 3, average value: 22.333333333333332
tw 42: 3, average value: 72.66666666666667
tw 43: 3, average value: 63.0
tw 44: 3, average value: 54.666666666666664
tw 45: 3, average value: 66.0
tw 46: 3, average value: 35.0
tw 47: 2, average value: 2.0
tw 48: 3, average value: 37.666666666666664
tw 49: 3, average value: 66.33333333333333
tw 50: 3, average value: 74.0
tw 51: 3, average value: 63.666666666666664
tw 52: 3, average value: 65.66666666666667
tw 53: 3, average value: 44.666666666666664
tw 54: 3, average value: 7.666666666666667
tw 55: 3, average value: 36.333333333333336
tw 56: 3, average value: 85.0
tw 57: 3, average value: 70.66666666666667
tw 58: 3, average value: 74.33333333333333
tw 59: 3, average value: 58.0
tw 60: 3, average value: 32.666666666666664
tw 61: 2, average value: 3.5
tw 62: 3, average value: 40.666666666666664
tw 63: 3, average value: 61.666666666666664
tw 64: 3, average value: 48.0
tw 65: 3, average value: 63.0
tw 66: 3, average value: 61.333333333333336
tw 67: 3, average value: 37.333333333333336
tw 68: 2, average value: 10.0
tw 69: 3, average value: 37.666666666666664
tw 70: 3, average value: 68.0
tw 71: 3, average value: 66.0
tw 72: 3, average value: 57.333333333333336
tw 73: 3, average value: 61.0
tw 74: 3, average value: 35.0
tw 75: 2, average value: 4.0
tw 76: 3, average value: 45.0
tw 77: 3, average value: 65.0
tw 78: 3, average value: 72.66666666666667
tw 79: 3, average value: 81.0
tw 80: 3, average value: 62.666666666666664
tw 81: 3, average value: 38.666666666666664
tw 82: 2, average value: 9.0
tw 83: 3, average value: 45.333333333333336
tw 84: 3, average value: 75.0
tw 85: 3, average value: 77.33333333333333
tw 86: 3, average value: 71.66666666666667
tw 87: 3, average value: 64.33333333333333
tw 88: 3, average value: 33.333333333333336
tw 89: 3, average value: 8.666666666666666
tw 90: 3, average value: 47.666666666666664
tw 91: 3, average value: 78.33333333333333
tw 92: 3, average value: 69.0
tw 93: 3, average value: 62.666666666666664
tw 94: 3, average value: 56.666666666666664
tw 95: 3, average value: 29.666666666666668
tw 96: 2, average value: 17.0
tw 97: 3, average value: 43.0
tw 98: 3, average value: 68.33333333333333
tw 99: 3, average value: 82.33333333333333
tw 100: 3, average value: 81.66666666666667
tw 101: 3, average value: 67.33333333333333
tw 102: 3, average value: 40.0
tw 103: 2, average value: 2.5
tw 104: 3, average value: 46.0
tw 105: 3, average value: 79.66666666666667
tw 106: 3, average value: 78.0
tw 107: 3, average value: 65.33333333333333
tw 108: 3, average value: 64.0
tw 109: 3, average value: 48.0
tw 110: 2, average value: 8.0
tw 111: 3, average value: 56.0
tw 112: 3, average value: 95.0
tw 113: 3, average value: 73.33333333333333
tw 114: 3, average value: 68.33333333333333
tw 115: 3, average value: 65.33333333333333
tw 116: 3, average value: 44.333333333333336
tw 117: 2, average value: 7.0
tw 118: 3, average value: 50.0
tw 119: 3, average value: 67.33333333333333
tw 120: 3, average value: 72.66666666666667
tw 121: 3, average value: 65.33333333333333
tw 122: 3, average value: 69.33333333333333
tw 123: 3, average value: 32.0
tw 124: 3, average value: 7.0
tw 125: 3, average value: 39.0
tw 126: 3, average value: 69.66666666666667
tw 127: 3, average value: 91.0
tw 128: 3, average value: 74.33333333333333
tw 129: 3, average value: 62.666666666666664
tw 130: 3, average value: 40.666666666666664
tw 131: 2, average value: 8.0
tw 132: 3, average value: 42.333333333333336
tw 133: 3, average value: 73.66666666666667
tw 134: 3, average value: 83.66666666666667
tw 135: 3, average value: 68.0
tw 136: 3, average value: 61.333333333333336
tw 137: 3, average value: 39.333333333333336
tw 138: 2, average value: 11.0
tw 139: 3, average value: 44.0
tw 140: 3, average value: 64.0
tw 141: 3, average value: 89.33333333333333
tw 142: 3, average value: 75.66666666666667
tw 143: 3, average value: 81.66666666666667
tw 144: 3, average value: 39.666666666666664
tw 145: 2, average value: 1.5
tw 146: 3, average value: 48.666666666666664
tw 147: 3, average value: 70.33333333333333
tw 148: 3, average value: 73.0
tw 149: 3, average value: 72.66666666666667
tw 150: 3, average value: 90.33333333333333
tw 151: 3, average value: 45.0
tw 152: 2, average value: 6.0
tw 153: 3, average value: 63.666666666666664
tw 154: 3, average value: 89.33333333333333
tw 155: 3, average value: 80.33333333333333
tw 156: 3, average value: 64.33333333333333
tw 157: 3, average value: 66.33333333333333
tw 158: 3, average value: 35.333333333333336
tw 159: 3, average value: 14.333333333333334
tw 160: 3, average value: 53.666666666666664
tw 161: 3, average value: 74.66666666666667
tw 162: 3, average value: 68.0
tw 163: 3, average value: 69.0
tw 164: 3, average value: 57.333333333333336
tw 165: 3, average value: 26.666666666666668
tw 166: 2, average value: 4.5
tw 167: 3, average value: 48.666666666666664
tw 168: 3, average value: 76.66666666666667
tw 169: 3, average value: 73.66666666666667
tw 170: 3, average value: 74.66666666666667
tw 171: 3, average value: 51.0
tw 172: 3, average value: 34.333333333333336
tw 173: 2, average value: 7.0
tw 174: 3, average value: 41.333333333333336
tw 175: 3, average value: 55.333333333333336
tw 176: 3, average value: 59.666666666666664
tw 177: 3, average value: 59.666666666666664
tw 178: 3, average value: 53.666666666666664
tw 179: 3, average value: 27.666666666666668
tw 180: 2, average value: 10.0
tw 181: 3, average value: 44.0
tw 182: 3, average value: 77.66666666666667
tw 183: 3, average value: 66.0
tw 184: 3, average value: 63.0
tw 185: 3, average value: 58.333333333333336
tw 186: 3, average value: 26.0
tw 187: 2, average value: 18.5
tw 188: 3, average value: 42.0
tw 189: 3, average value: 76.0
tw 190: 3, average value: 60.333333333333336
tw 191: 3, average value: 61.666666666666664
tw 192: 3, average value: 69.33333333333333
tw 193: 3, average value: 20.333333333333332
tw 194: 3, average value: 3.6666666666666665
tw 195: 3, average value: 54.666666666666664
tw 196: 3, average value: 66.0
tw 197: 3, average value: 59.666666666666664
tw 198: 3, average value: 62.333333333333336
tw 199: 3, average value: 59.0
tw 200: 3, average value: 23.666666666666668
tw 201: 2, average value: 10.5
tw 202: 3, average value: 45.0
tw 203: 3, average value: 60.333333333333336
tw 204: 3, average value: 76.66666666666667
tw 205: 3, average value: 63.333333333333336
tw 206: 3, average value: 57.333333333333336
tw 207: 3, average value: 27.666666666666668
tw 208: 2, average value: 14.5
tw 209: 3, average value: 55.0
tw 210: 3, average value: 61.666666666666664
tw 211: 3, average value: 59.666666666666664
tw 212: 3, average value: 79.33333333333333
tw 213: 3, average value: 52.0
tw 214: 3, average value: 28.333333333333332
tw 215: 2, average value: 6.0
tw 216: 3, average value: 50.0
